defId,name,faction,type,cost,offers,rowBuys,offRowRecruits,fastPlays,buyRate,acquiringPlayerGames,acquiringWinRate,avgFirstBuyRound,impactDelta,impactP,flagged
evokatus,"Evokatus",Homodeus,Champion,4,623,485,7,0,0.7785,462,0.5768,8.83,0.1338,0.00001,1
fao_cutul,"Fao Cu'tul, The Formless",Wraethe,Champion,4,343,291,5,0,0.8484,296,0.5507,9.51,0.0652,0.08419,0
ferrata_guard,"Ferrata Guard",Homodeus,Champion,4,614,398,3,0,0.6482,387,0.5013,9.05,0.0301,0.33542,0
fungal_hermit,"Fungal Hermit",Undergrowth,Mercenary,3,649,589,5,269,0.9076,544,0.5441,7.58,0.1043,0.00038,1
furrowing_elemental,"Furrowing Elemental",Undergrowth,Ally,5,652,427,13,63,0.6549,414,0.6159,9.50,0.2309,0.00000,1
g_48,"G-48",Homodeus,Champion,4,321,202,0,0,0.6293,202,0.5223,10.78,0.0058,0.88511,0
general_decurion,"General Decurion",Homodeus,Champion,7,301,67,5,0,0.2226,72,0.6806,11.93,0.1681,0.00455,0
ghostwillow_avenger,"Ghostwillow Avenger",Undergrowth,Mercenary,4,347,280,2,160,0.8069,282,0.5248,10.02,0.0387,0.26223,0
giga_source_adept,"Giga, Source Adept",Order,Champion,2,323,314,4,0,0.9721,318,0.5189,7.56,0.0613,0.10395,0
grand_architect,"The Grand Architect",Order,Mercenary,7,315,117,1,89,0.3714,118,0.7203,11.04,0.2954,0.00000,1
hounds_of_volos,"Hounds of Volos",Undergrowth,Mercenary,3,648,612,6,338,0.9444,566,0.5106,8.29,0.0073,0.80726,0
j_chord,"J-Chord",Aion,Champion,3,306,286,4,0,0.9346,290,0.5483,7.50,0.0831,0.03465,1
kiln_drone,"Kiln Drone",Homodeus,Ally,1,887,858,11,49,0.9673,754,0.5418,6.88,0.1149,0.00001,1
korvus_legionnaire,"Korvus Legionnaire",Homodeus,Ally,3,963,847,8,52,0.8795,760,0.5395,7.72,0.0554,0.02791,1
legion_carrier,"Legion Carrier",Homodeus,Ally,2,594,549,10,47,0.9242,528,0.5114,7.68,0.0102,0.72986,0
leshai_knight,"Le'shai Knight",Undergrowth,Mercenary,3,963,909,13,536,0.9439,796,0.5251,8.25,0.0577,0.02975,1
li_hin,"Li Hin, The Shattered",Wraethe,Champion,3,285,235,4,0,0.8246,239,0.5690,8.52,0.2325,0.00000,1
limiter_drones,"Limiter Drones",Homodeus,Ally,2,943,882,14,74,0.9353,783,0.5115,7.29,0.0291,0.25733,0
lucky,"Lucky",Aion,Ally,4,586,455,6,20,0.7765,433,0.5058,7.84,-0.0232,0.45236,0
mainframe_abbot,"Mainframe Abbot",Order,Ally,3,627,554,5,67,0.8836,525,0.5543,8.07,0.1307,0.00001,1
mining_drones,"Mining Drones",Homodeus,Ally,2,969,936,4,67,0.9659,811,0.5370,7.30,0.0770,0.00312,1
nil_assassin,"Nil Assassin",Wraethe,Mercenary,2,937,913,9,464,0.9744,810,0.5420,6.70,0.0939,0.00024,1
numeri_drones,"Numeri Drones",Homodeus,Champion,3,629,558,4,0,0.8871,532,0.5244,7.17,0.0328,0.24707,0
oblivion_gatekeeper,"Oblivion Gatekeeper",Wraethe,Champion,4,309,260,1,0,0.8414,261,0.5556,8.70,0.1129,0.00249,1
ojas_genesis_druid,"Ojas, Genesis Druid",Undergrowth,Ally,4,342,230,2,5,0.6725,232,0.4784,8.82,-0.0203,0.58440,0
omnius,"Omnius, The All-Knowing",Order,Mercenary,6,333,218,2,119,0.6547,220,0.5864,11.87,0.1299,0.00090,1
optio_crusher,"Optio Crusher",Homodeus,Champion,5,646,439,3,0,0.6796,413,0.6126,10.23,0.1911,0.00000,1
order_initiate,"Order Initiate",Order,Ally,1,955,936,11,81,0.9801,815,0.5288,7.08,0.0583,0.02555,1
orm_madu,"Orm Madu",Undergrowth,Champion,7,325,91,3,0,0.2800,94,0.6064,11.40,0.1427,0.00527,0
pall_shades,"Pall Shades",Wraethe,Ally,2,968,920,11,60,0.9504,798,0.5363,7.29,0.0742,0.00390,1
portal_monk,"Portal Monk",Order,Ally,3,606,509,5,43,0.8399,481,0.4906,7.52,0.0036,0.90631,0
primus_pilus,"Primus Pilus",Homodeus,Champion,2,304,274,3,0,0.9013,277,0.5054,8.96,0.0323,0.41187,0
raidian,"Raidian, Cloud Master",Order,Champion,5,314,186,0,0,0.5924,186,0.6048,10.04,0.1662,0.00004,1
reactor_drone,"Reactor Drone",Homodeus,Ally,3,905,701,9,107,0.7746,634,0.5181,8.56,0.0236,0.37580,0
root_of_the_forest,"Root of the Forest",Undergrowth,Mercenary,7,334,147,3,117,0.4401,150,0.7200,12.24,0.3118,0.00000,1
ru_bo_vai,"Ru Bo Vai, The Transcendant",Wraethe,Champion,5,295,222,3,0,0.7525,225,0.6489,9.28,0.2352,0.00000,1
scion_of_nothingness,"Scion of Nothingness",Wraethe,Mercenary,5,650,360,4,227,0.5538,347,0.5764,12.04,0.1126,0.00018,1
shadebound_sentry,"Shadebound Sentry",Wraethe,Ally,3,611,561,5,65,0.9182,543,0.5396,8.38,0.0825,0.00460,1
shadow_apostle,"Shadow Apostle",Wraethe,Mercenary,2,908,864,11,569,0.9515,767,0.5267,6.93,0.0614,0.02251,1
shard_abstractor,"Shard Abstractor",Order,Mercenary,3,957,860,5,558,0.8986,763,0.5688,7.45,0.1368,0.00000,1
shard_seer,"Shard Seer",Order,Ally,2,939,899,15,68,0.9574,809,0.5019,7.22,0.0167,0.52619,0
shardwood_guardian,"Shardwood Guardian",Undergrowth,Ally,4,958,818,7,45,0.8539,728,0.5419,7.68,0.0854,0.00084,1
spore_cleric,"Spore Cleric",Undergrowth,Mercenary,2,904,865,7,542,0.9569,759,0.4967,7.18,-0.0021,0.93842,0
swyft,"Swyft",Aion,Champion,5,646,378,4,0,0.5851,367,0.5204,9.37,0.0309,0.30725,0
systema_ai,"Systema A.I.",Order,Champion,3,303,288,3,0,0.9505,291,0.5292,7.41,0.0562,0.14718,0
taur_arachpriest,"Taur, Arachpriest",Undergrowth,Champion,5,318,146,4,0,0.4591,150,0.5600,10.98,0.1224,0.00490,1
the_dispossessed,"The Dispossessed",Wraethe,Ally,1,587,575,9,20,0.9796,546,0.5678,7.22,0.1443,0.00000,1
the_lost,"The Lost",Wraethe,Mercenary,4,615,524,8,278,0.8520,505,0.5683,8.89,0.1427,0.00000,1
the_rotten,"The Rotten",Undergrowth,Mercenary,3,914,869,4,369,0.9508,771,0.5798,7.40,0.1790,0.00000,1
thorn_zealot,"Thorn Zealot",Undergrowth,Ally,3,655,614,4,52,0.9374,573,0.5593,7.62,0.0914,0.00160,1
torian_commandos,"Torian Commandos",Homodeus,Ally,3,938,850,11,78,0.9062,733,0.5525,7.17,0.1071,0.00003,1
umbral_scourge,"Umbral Scourge",Wraethe,Mercenary,3,968,862,11,519,0.8905,781,0.5077,7.61,0.0399,0.11800,0
undergrowth_aspirant,"Undergrowth Aspirant",Undergrowth,Ally,1,1000,981,9,48,0.9810,843,0.5658,7.05,0.1611,0.00000,1
venator_of_the_wastes,"Venator of the Wastes",Homodeus,Mercenary,4,325,279,5,174,0.8585,284,0.5634,9.55,0.1500,0.00009,1
wraethe_skirmisher,"Wraethe Skirmisher",Wraethe,Ally,1,950,936,12,46,0.9853,827,0.5393,7.26,0.0868,0.00078,1
zara_ra,"Zara Ra, Soulflayer",Wraethe,Mercenary,5,335,236,7,121,0.7045,243,0.6379,10.27,0.2026,0.00000,1
zen_chi_set,"Zen Chi Set, Godkiller",Wraethe,Champion,7,307,68,9,0,0.2215,77,0.7792,12.16,0.2968,0.00000,0
zetta_encryptor,"Zetta, The Encryptor",Order,Champion,5,302,146,3,0,0.4834,149,0.5436,10.01,0.0646,0.13658,0
