defId,name,faction,type,cost,offers,rowBuys,offRowRecruits,fastPlays,buyRate,acquiringPlayerGames,acquiringWinRate,avgFirstBuyRound,impactDelta,impactP,flagged
the_rotten_duel,"The Rotten",Undergrowth,Mercenary,3,21952,21346,286,1330,0.9724,19192,0.5533,5.88,0.1035,0.00000,1
thorn_zealot,"Thorn Zealot",Undergrowth,Ally,3,14334,13206,191,558,0.9213,12596,0.5622,7.00,0.1233,0.00000,1
thornshell_warden,"Thornshell Warden",Undergrowth,Champion,2,14416,14063,175,0,0.9755,13308,0.5691,5.98,0.1354,0.00000,1
torian_commandos,"Torian Commandos",Homodeus,Ally,3,21543,20898,260,480,0.9701,18534,0.5388,5.75,0.0818,0.00000,1
umbral_scourge,"Umbral Scourge",Wraethe,Mercenary,3,21768,20953,248,1422,0.9626,18845,0.4902,6.20,-0.0245,0.00001,0
undergrowth_aspirant_duel,"Undergrowth Aspirant",Undergrowth,Ally,1,21649,21424,270,384,0.9896,18863,0.5516,5.77,0.0930,0.00000,1
venator_of_the_wastes,"Venator of the Wastes",Homodeus,Mercenary,4,7195,6328,97,381,0.8795,6424,0.5195,7.44,0.0301,0.00028,0
whisper_extractor,"Whisper Extractor",Wraethe,Ally,3,14579,13160,167,620,0.9027,12600,0.5040,7.26,0.0069,0.26408,0
wraethe_skirmisher_duel,"Wraethe Skirmisher",Wraethe,Ally,1,21641,21405,232,396,0.9891,19063,0.5304,5.84,0.0436,0.00000,0
zara_ra,"Zara Ra, Soulflayer",Wraethe,Mercenary,5,7360,6755,95,373,0.9178,6850,0.5345,7.17,0.0639,0.00000,1
zen_chi_set,"Zen Chi Set, Godkiller",Wraethe,Champion,7,7332,4034,86,0,0.5502,4120,0.6227,9.52,0.1644,0.00000,1
zetta_encryptor,"Zetta, The Encryptor",Order,Champion,5,7253,106,74,0,0.0146,180,0.5722,10.33,0.1402,0.00092,1
